title,Avg_salary,State,job_category,salary_year
Dallas County Community College ,$14.50 per hour,US,Data Analyst,"$30,261.50 "
VIP Staffing ,$15.42 per hour,US,Data Analyst,"$32,181.54 "
Scom ,$35.00 per hour,US,Data Analyst,"$73,045.00 "
L.K. Jordan & Associates ,$16.38 per hour,US,Data Analyst,"$34,185.06 "
Kavaliro ,$36.25 per hour,US,Data Analyst,"$75,653.75 "
Sky Solutions ,$55.00 per hour,US,Data Analyst,"$114,785.00 "
Corporate Job Bank ,$26.79 per hour,US,Data Analyst,"$55,910.73 "
Classified ,$33.00 per hour,US,Data Analyst,"$68,871.00 "
FirstService Residential ,$15.87 per hour,US,Data Analyst,"$33,120.69 "
Nexgen Savvy Solutions ,$57.00 per hour,US,Data Analyst,"$118,959.00 "
Global Employment Solutions ,$17.29 per hour,US,Data Analyst,"$36,084.23 "
The Expert Bench ,$50.00 per hour,US,Data Analyst,"$104,350.00 "
Skilled Talent Inc. ,$19.41 per hour,US,Data Analyst,"$40,508.67 "
Infosoft-inc ,$33.15 per hour,US,Data Analyst,"$69,184.05 "
Kevin Global ,$60.00 per hour,US,Data Analyst,"$125,220.00 "
Transport Learning ,$30.00 per hour,US,Data Analyst,"$62,610.00 "
Frink-Hamlett Legal Solutions ,$33.04 per hour,US,Data Analyst,"$68,954.48 "
Idexcel Inc. ,$43.17 per hour,US,Data Analyst,"$90,095.79 "
"RICEFW Technologies, Inc. ",$50.00 per hour,US,Data Analyst,"$104,350.00 "
The Consortium Inc. ,$72.77 per hour,US,Data Analyst,"$151,870.99 "
Samurai Infotech LLC ,$60.00 per hour,US,Data Analyst,"$125,220.00 "
GTN Technical Staffing ,$100 per hour,US,Data Analyst,"$208,700.00 "
CER Group NA ,$37.06 per hour,US,Data Analyst,"$77,344.22 "
"Titan Environmental Solutions, Inc. ",$15.76 per hour,US,Data Analyst,"$32,891.12 "
Sovereign Staffing Group ,$51.57 per hour,US,Data Analyst,"$107,626.59 "
TeamPersona ,$21.73 per hour,US,Data Analyst,"$45,350.51 "
RHT ,$28.00 per hour,US,Data Analyst,"$58,436.00 "
The Alacer group ,$47.00 per hour,US,Data Analyst,"$98,089.00 "
"Berean Group International, Inc. ",$29.80 per hour,US,Data Analyst,"$62,192.60 "
"Oxford Solutions, Inc. ",$27.23 per hour,US,Data Analyst,"$56,829.01 "
"Sertoma Centre, Inc ",$15.93 per hour,US,Data Analyst,"$33,245.91 "
Information Technology Group ,$30.13 per hour,US,Data Analyst,"$62,881.31 "
"Agile Global Solutions, Inc ",$50.80 per hour,US,Data Analyst,"$106,019.60 "
Gould Staffing ,$14.00 per hour,US,Data Analyst,"$29,218.00 "
Personnel Resources ,$11.46 per hour,US,Data Analyst,"$23,917.02 "
KBW Financial ,$19.35 per hour,US,Data Analyst,"$40,383.45 "
Peak Technical Staffing ,$32.03 per hour,US,Data Analyst,"$66,846.61 "
Synerfac Technical Staffing ,$43.43 per hour,US,Data Analyst,"$90,638.41 "
Peak Performers ,$66.63 per hour,US,Data Analyst,"$139,056.81 "
Ramy Infotech ,$46.59 per hour,US,Data Analyst,"$97,233.33 "
Olympic Staffing Services ,$16.18 per hour,US,Data Analyst,"$33,767.66 "
Katsur Management Group ,$11.00 per hour,US,Data Analyst,"$22,957.00 "
Rsrit ,$55.00 per hour,US,Data Analyst,"$114,785.00 "
Healthcare Talent ,$28.00 per hour,US,Data Analyst,"$58,436.00 "
Matlen ,$50.00 per hour,US,Data Analyst,"$104,350.00 "
"TekStaff, Inc ",$44.01 per hour,US,Data Analyst,"$91,848.87 "
"Construction Data Systems, Inc. ",$35.00 per hour,US,Data Analyst,"$73,045.00 "
Round Lake Area Schools District 116 ,$29.98 per hour,US,Data Analyst,"$62,568.26 "
Vcare Call Center ,$20.00 per hour,US,Data Analyst,"$41,740.00 "
"Greystone Realty Advisors, LLC ",$20.00 per hour,US,Data Analyst,"$41,740.00 "
Repherrals Software Solutions ,$50.00 per hour,US,Data Analyst,"$104,350.00 "
"Flexsolv Networks, Inc. ",$28.98 per hour,US,Data Analyst,"$60,481.26 "
"Javen technologies, Inc. ",$27.45 per hour,US,Data Analyst,"$57,288.15 "
BayOne Solutions Inc ,$26.36 per hour,US,Data Analyst,"$55,013.32 "
Techstar Group ,$37.59 per hour,US,Data Analyst,"$78,450.33 "
MTK Resources ,$32.00 per hour,US,Data Analyst,"$66,784.00 "
Bridget Morgan LLC ,$43.00 per hour,US,Data Analyst,"$89,741.00 "
"CHA Health Systems, Inc. ",$34.00 per hour,US,Data Analyst,"$70,958.00 "
Accelon Inc ,$39.07 per hour,US,Data Analyst,"$81,539.09 "
National Engineering Services of Pakistan ,$21.47 per hour,US,Data Analyst,"$44,807.89 "
Ardent ERP ,$25.00 per hour,US,Data Analyst,"$52,175.00 "
Complete Staffing ,$15.96 per hour,US,Data Analyst,"$33,308.52 "
ResourceMFG ,$16.78 per hour,US,Data Analyst,"$35,019.86 "
Printerpix ,$13.42 per hour,US,Data Analyst,"$28,007.54 "
BayOne Solutions ,$59.88 per hour,US,Data Analyst,"$124,969.56 "
Hunter International ,$27.08 per hour,US,Data Analyst,"$56,515.96 "
"Upp Technology, Inc. ",$50.57 per hour,US,Data Analyst,"$105,539.59 "
kcs ,$24.57 per hour,US,Data Analyst,"$51,277.59 "
Ascii Group LLC ,$49.48 per hour,US,Data Analyst,"$103,264.76 "
Kimco Staffing ,$29.80 per hour,US,Data Analyst,"$62,192.60 "
Constratus Staffing LLC ,$27.00 per hour,US,Data Analyst,"$56,349.00 "
Fidelis Secure Care ,$28.00 per hour,US,Data Analyst,"$58,436.00 "
Vaco NAP ,$29.30 per hour,US,Data Analyst,"$61,149.10 "
Forrest Staffing Solutions ,$50.00 per hour,US,Data Analyst,"$104,350.00 "
Collaborative LLC ,$30.53 per hour,US,Data Analyst,"$63,716.11 "
NES Global Talent ,$40.66 per hour,US,Data Analyst,"$84,857.42 "
"Alliance of Professionals and Consultants, Inc. ",$24.32 per hour,US,Data Analyst,"$50,755.84 "
"Syndicus, Inc. ",$27.38 per hour,US,Data Analyst,"$57,142.06 "
IT Trailblazers ,$20.14 per hour,US,Data Analyst,"$42,032.18 "
Tata Technologies ,$33.13 per hour,US,Data Analyst,"$69,142.31 "
Integrated Human Capital ,$16.49 per hour,US,Data Analyst,"$34,414.63 "
"Capital Staffing Solutions, Inc. ",$21.50 per hour,US,Data Analyst,"$44,870.50 "
BSC Solutions Inc ,$26.78 per hour,US,Data Analyst,"$55,889.86 "
Faneuil ,$21.81 per hour,US,Data Analyst,"$45,517.47 "
Scopus IT ,$41.92 per hour,US,Data Analyst,"$87,487.04 "
"OpenBox Solutions, Inc. ",$50.00 per hour,US,Data Analyst,"$104,350.00 "
TechWorkers ,$36.04 per hour,US,Data Analyst,"$75,215.48 "
Vertigon Consulting ,$50.34 per hour,US,Data Analyst,"$105,059.58 "
Westaff ,$19.13 per hour,US,Data Analyst,"$39,924.31 "
Talent Software Services ,$47.00 per hour,US,Data Analyst,"$98,089.00 "
"Complete Staffing Solutions, Inc. ",$16.08 per hour,US,Data Analyst,"$33,558.96 "
Programmer Resources International Inc (PRI Inc.) ,$32.64 per hour,US,Data Analyst,"$68,119.68 "
TrendologyIT Corporation ,$40.77 per hour,US,Data Analyst,"$85,086.99 "
"NewAgeSys,Inc ",$22.74 per hour,US,Data Analyst,"$47,458.38 "
Apex Life Sciences ,$20.03 per hour,US,Data Analyst,"$41,802.61 "
Cloudious LLC ,$55.66 per hour,US,Data Analyst,"$116,162.42 "
ITconnectUS inc ,$58.19 per hour,US,Data Analyst,"$121,442.53 "
"GoGreen Rides, A Division of NuRide Transportation Group ",$60.00 per hour,US,Data Analyst,"$125,220.00 "
HOUSING AUTHORITY FOR THE CITY OF AUSTIN ,$18.48 per hour,US,Data Analyst,"$38,567.76 "
Allegiance Staffing ,$13.28 per hour,US,Data Analyst,"$27,715.36 "
"CFI, Inc. ",$13.17 per hour,US,Data Analyst,"$27,485.79 "
Aptara ,$50.00 per hour,US,Data Analyst,"$104,350.00 "
Corps Team Staffing on behalf of our client ,$30.00 per hour,US,Data Analyst,"$62,610.00 "
Swoon Staffing ,$24.44 per hour,US,Data Analyst,"$51,006.28 "
GuideWell Source ,$25.70 per hour,US,Data Analyst,"$53,635.90 "
Frontier Tech ,$60.00 per hour,US,Data Analyst,"$125,220.00 "
Stellargy Services LLC ,$26.88 per hour,US,Data Analyst,"$56,098.56 "
Resource Employment Solutions ,$33.64 per hour,US,Data Analyst,"$70,206.68 "
M&M Strategic Staffing ,$21.13 per hour,US,Data Analyst,"$44,098.31 "
Omega Solutions Imc ,$28.00 per hour,US,Data Analyst,"$58,436.00 "
"Choice One Staffing Group ,Inc. ",$14.08 per hour,US,Data Analyst,"$29,384.96 "
"Nesco Resource, LLC ",$21.87 per hour,US,Data Analyst,"$45,642.69 "
Consult2Hire ,$46.94 per hour,US,Data Analyst,"$97,963.78 "
NationalTechJobs ,$44.61 per hour,US,Data Analyst,"$93,101.07 "
Software Galaxy Systems L.L.C ,$33.73 per hour,US,Data Analyst,"$70,394.51 "
NextGen Global Resources ,$27.67 per hour,US,Data Analyst,"$57,747.29 "
Cerebral Group LLC ,$39.54 per hour,US,Data Analyst,"$82,519.98 "
idexcel ,$21.96 per hour,US,Data Analyst,"$45,830.52 "
SyllogisTeks ,$33.52 per hour,US,Data Analyst,"$69,956.24 "
Professional Employment Group ,$25.33 per hour,US,Data Analyst,"$52,863.71 "
NuStar Technologies ,$48.65 per hour,US,Data Analyst,"$101,532.55 "
Baltimore County Public Library ,$18.23 per hour,US,Data Analyst,"$38,046.01 "
OpenSource ,$32.00 per hour,US,Data Analyst,"$66,784.00 "
Apollo Professionals Solutions ,$29.41 per hour,US,Data Analyst,"$61,378.67 "
Latitude 36 Inc ,$21.16 per hour,US,Data Analyst,"$44,160.92 "
IVM Global Inc ,$46.00 per hour,US,Data Analyst,"$96,002.00 "
"Divihn Integration, inc ",$46.14 per hour,US,Data Analyst,"$96,294.18 "
Nytec ,$55.00 per hour,US,Data Analyst,"$114,785.00 "
Intuites ,$49.10 per hour,US,Data Analyst,"$102,471.70 "
Resource Informatics Group ,$57.45 per hour,US,Data Analyst,"$119,898.15 "
Birlasoft ,$55.00 per hour,US,Data Analyst,"$114,785.00 "
Ledgent Technology ,$35.96 per hour,US,Data Analyst,"$75,048.52 "
"Talent Space, Inc. ",$61.59 per hour,US,Data Analyst,"$128,538.33 "
"Queen Associates, Inc. ",$44.74 per hour,US,Data Analyst,"$93,372.38 "
ACCUSTAFF ,$14.33 per hour,US,Data Analyst,"$29,906.71 "
State of Minnesota ,$32.85 per hour,US,Data Analyst,"$68,557.95 "
Tech Providers Inc. ,$22.77 per hour,US,Data Analyst,"$47,520.99 "
"Everest Technology Solutions, Inc. ",$60.00 per hour,US,Data Analyst,"$125,220.00 "
Distinctive Personnel ,$22.36 per hour,US,Data Analyst,"$46,665.32 "
Russell Tobin & Associates ,$19.23 per hour,US,Data Analyst,"$40,133.01 "
"Integrated Resources, Inc ",$28.39 per hour,US,Data Analyst,"$59,249.93 "
Vaco - San Francisco ,$37.35 per hour,US,Data Analyst,"$77,949.45 "
WinCorp Solutions ,$54.22 per hour,US,Data Analyst,"$113,157.14 "
MetaSense Inc ,$37.41 per hour,US,Data Analyst,"$78,074.67 "
Exact Staff ,$14.35 per hour,US,Data Analyst,"$29,948.45 "
CareerRookie ,$51.16 per hour,US,Data Analyst,"$106,770.92 "
"Technical Resource Group, Inc. ",$45.48 per hour,US,Data Analyst,"$94,916.76 "
"Stellargy Services, LLC ",$25.34 per hour,US,Data Analyst,"$52,884.58 "
Columbia Consulting Group ,$44.77 per hour,US,Data Analyst,"$93,434.99 "
ICC Corporation ,$18.04 per hour,US,Data Analyst,"$37,649.48 "
Nihaki Systems Inc. ,$46.57 per hour,US,Data Analyst,"$97,191.59 "
"Evins Personnel Consultants, Inc. ",$11.51 per hour,US,Data Analyst,"$24,021.37 "
"TTS Solutions, Inc. ",$25.00 per hour,US,Data Analyst,"$52,175.00 "
Dallas County ,$18.18 per hour,US,Data Analyst,"$37,941.66 "
ADEPTMAX ,$52.94 per hour,US,Data Analyst,"$110,485.78 "
"eTERA Consulting, LLC ",$20.00 per hour,US,Data Analyst,"$41,740.00 "
Ace Software LLC ,$44.48 per hour,US,Data Analyst,"$92,829.76 "
Coinformatique solutions ,$30.10 per hour,US,Data Analyst,"$62,818.70 "
"Tesmo, LLC. ",$14.77 per hour,US,Data Analyst,"$30,824.99 "
Recruiting Resources Co. ,$57.83 per hour,US,Data Analyst,"$120,691.21 "
The Mom Project ,$27.36 per hour,US,Data Analyst,"$57,100.32 "
Diversity Direct ,$37.90 per hour,US,Data Analyst,"$79,097.30 "
Burnett Oil ,$23.00 per hour,US,Data Analyst,"$48,001.00 "
OHM SYSTEMS INC ,$48.57 per hour,US,Data Analyst,"$101,365.59 "
CDI Corporation - Technical Solutions ,$18.00 per hour,US,Data Analyst,"$37,566.00 "
"Spencer Reed Consulting, LLC ",$24.00 per hour,US,Data Analyst,"$50,088.00 "
Wissen-Pro IT Solutions ,$65.00 per hour,US,Data Analyst,"$135,655.00 "
Istonish ,$44.11 per hour,US,Data Analyst,"$92,057.57 "
Freddie Mac ,$47.17 per hour,VA,Data Analyst,"$98,443.79 "
TEKsystems ,$68.15 per hour,VA,Data Analyst,"$142,229.05 "
Collabera ,$41.32 per hour,VA,Data Analyst,"$86,234.84 "
Veredus ,$40.12 per hour,VA,Data Analyst,"$83,730.44 "
Apex Systems ,$21.45 per hour,VA,Data Analyst,"$44,766.15 "
Kforce ,$20.00 per hour,VA,Data Analyst,"$41,740.00 "
Accountemps ,$15.54 per hour,VA,Data Analyst,"$32,431.98 "
Motion Recruitment Partners ,$54.83 per hour,VA,Data Analyst,"$114,430.21 "
Jobspring Partners ,$39.94 per hour,VA,Data Analyst,"$83,354.78 "
Astyra Corporation ,$35.31 per hour,VA,Data Analyst,"$73,691.97 "
SoNoted ,$35.00 per hour,VA,Data Analyst,"$73,045.00 "
Compugain ,$60.00 per hour,VA,Data Analyst,"$125,220.00 "
"PBP Management Group, Inc. ",$20.00 per hour,VA,Data Analyst,"$41,740.00 "
Disys LLC ,$54.08 per hour,VA,Data Analyst,"$112,864.96 "
Robert Half Management Resources ,$31.35 per hour,VA,Data Analyst,"$65,427.45 "
Sky Solutions ,$55.00 per hour,VA,Data Analyst,"$114,785.00 "
Outcomes Incorporated ,$50.00 per hour,VA,Data Analyst,"$104,350.00 "
"APR Consulting, Inc. ",$25.00 per hour,VA,Data Analyst,"$52,175.00 "
Rjt Compuquest Inc ,$55.00 per hour,VA,Data Analyst,"$114,785.00 "
"ICONMA, LLC. ",$33.24 per hour,VA,Data Analyst,"$69,371.88 "
Interstate Moving Relocation Logistics ,$11.00 per hour,VA,Data Analyst,"$22,957.00 "
DISYS ,$69.62 per hour,VA,Data Analyst,"$145,296.94 "
Brillio ,$40.00 per hour,WA,Data Analyst,"$83,480.00 "
City of Seattle ,$34.21 per hour,WA,Data Analyst,"$71,396.27 "
University Of Washington ,$23.01 per hour,WA,Data Analyst,"$48,021.87 "
PeaceHealth ,$23.18 per hour,WA,Data Analyst,"$48,376.66 "
TRC Staffing ,$40.00 per hour,WA,Data Analyst,"$83,480.00 "
HORIZON CONSULTING INC. ,$52.44 per hour,WA,Data Analyst,"$109,442.28 "
Horizon Consulting Inc ,$49.75 per hour,WA,Data Analyst,"$103,828.25 "
Futran Solutions ,$45.00 per hour,WA,Data Analyst,"$93,915.00 "
Scom ,$35.00 per hour,WA,Data Analyst,"$73,045.00 "
FSA ,$21.81 per hour,WA,Data Analyst,"$45,517.47 "
" in Redmond, WA",$16.17 per hour,WA,Data Analyst,"$33,746.79 "
" in Seattle, WA",$34.50 per hour,WA,Data Analyst,"$72,001.50 "
" in Bellevue, WA",$37.73 per hour,WA,Data Analyst,"$78,742.51 "
" in Vancouver, WA",$15.43 per hour,WA,Data Analyst,"$32,202.41 "
Pactera Technologies ,$14.08 per hour,WA,Data Analyst,"$29,384.96 "
Volt ,$24.65 per hour,WA,Data Analyst,"$51,444.55 "
TEKsystems ,$22.29 per hour,WA,Data Analyst,"$46,519.23 "
Accountemps ,$19.13 per hour,WA,Data Analyst,"$39,924.31 "
Humanix ,$12.00 per hour,WA,Data Analyst,"$25,044.00 "
Robert Half Technology ,$34.05 per hour,WI,Data Analyst,"$71,062.35 "
"Chandra Technologies, Inc. ",$58.62 per hour,WI,Data Analyst,"$122,339.94 "
OpenSource ,$32.00 per hour,WI,Data Analyst,"$66,784.00 "
Software Specialists ,$30.43 per hour,WI,Data Analyst,"$63,507.41 "
"TTS Solutions, Inc. ",$25.00 per hour,WI,Data Analyst,"$52,175.00 "
Radiant Inc ,$24.40 per hour,WI,Data Analyst,"$50,922.80 "
idexcel ,$21.38 per hour,WI,Data Analyst,"$44,620.06 "
Select Source International Pvt Ltd ,$19.49 per hour,WI,Data Analyst,"$40,675.63 "
TEKsystems ,$29.03 per hour,WI,Data Analyst,"$60,585.61 "
"CorTech, LLC ",$26.75 per hour,WI,Data Analyst,"$55,827.25 "
" in Madison, WI",$40.64 per hour,WI,Data Analyst,"$84,815.68 "
" in Milwaukee, WI",$28.61 per hour,WI,Data Analyst,"$59,709.07 "
" in Waukesha, WI",$26.53 per hour,WI,Data Analyst,"$55,368.11 "
" in Wauwatosa, WI",$20.66 per hour,WI,Data Analyst,"$43,117.42 "
Modis ,$25.24 per hour,WI,Data Analyst,"$52,675.88 "
Accountemps ,$14.86 per hour,WI,Data Analyst,"$31,012.82 "
IDC Technologies ,$66.30 per hour,CA,Data Engineer,"$138,368.10 "
TEKsystems ,$70.67 per hour,CA,Data Engineer,"$147,488.29 "
Iron Mountain ,$18.00 per hour,CA,Data Engineer,"$37,566.00 "
Client of SUMERU ,$70.00 per hour,CA,Data Engineer,"$146,090.00 "
PTR Inc ,$55.00 per hour,CA,Data Engineer,"$114,785.00 "
Adecco ,$74.29 per hour,CA,Data Engineer,"$155,043.23 "
Alliance IT ,$85.00 per hour,CA,Data Engineer,"$177,395.00 "
Technology Resource Group ,$60.00 per hour,CA,Data Engineer,"$125,220.00 "
SoftStandard Solutions ,$70.00 per hour,CA,Data Engineer,"$146,090.00 "
Direct Client ,$70.00 per hour,CA,Data Engineer,"$146,090.00 "
Okaya Inc. ,$50.00 per hour,CA,Data Engineer,"$104,350.00 "
vasco systems ,$65.00 per hour,CA,Data Engineer,"$135,655.00 "
Pioneer Corporate Services Inc ,$90.00 per hour,CA,Data Engineer,"$187,830.00 "
Nucleus10 ,$67.76 per hour,CA,Data Engineer,"$141,415.12 "
Main Hire Staffing ,$53.96 per hour,CA,Data Engineer,"$112,614.52 "
Swoon Group ,$67.60 per hour,CA,Data Engineer,"$141,081.20 "
Techone Staffing ,$110 per hour,CA,Data Engineer,"$229,570.00 "
Staffing Headquarters ,$80.31 per hour,CA,Data Engineer,"$167,606.97 "
Creospan Solutions ,$83.39 per hour,CA,Data Engineer,"$174,034.93 "
Orgspire Inc ,$53.78 per hour,CA,Data Engineer,"$112,238.86 "
Texas Workforce Commission ,$82.90 per hour,CA,Data Engineer,"$173,012.30 "
OpusIng ,$23.45 per hour,CA,Data Engineer,"$48,940.15 "
ITC Infotech ,$95.00 per hour,CA,Data Engineer,"$198,265.00 "
AllianceIT ,$75.00 per hour,CA,Data Engineer,"$156,525.00 "
" in Fort Lauderdale, FL",$48.81 per hour,FL,Data Engineer,"$101,866.47 "
NextWave Resources ,$49.84 per hour,FL,Data Engineer,"$104,016.08 "
AppleOne ,$44.82 per hour,FL,Data Engineer,"$93,539.34 "
Veredus ,$52.66 per hour,FL,Data Engineer,"$109,901.42 "
Principle Solutions Group ,$69.56 per hour,FL,Data Engineer,"$145,171.72 "
iGate Corporation ,$37.23 per hour,FL,Data Engineer,"$77,699.01 "
The Centrics Group ,$58.20 per hour,GA,Data Engineer,"$121,463.40 "
Veredus ,$72.15 per hour,GA,Data Engineer,"$150,577.05 "
Smartlink LLC ,$51.55 per hour,GA,Data Engineer,"$107,584.85 "
Skolix ,$70.00 per hour,GA,Data Engineer,"$146,090.00 "
" in Duluth, GA",$86.26 per hour,GA,Data Engineer,"$180,024.62 "
MATRIX Resources ,$85.63 per hour,GA,Data Engineer,"$178,709.81 "
"MAAYEE,INC ",$60.00 per hour,GA,Data Engineer,"$125,220.00 "
"TWO95 International, Inc ",$84.85 per hour,IL,Data Engineer,"$177,081.95 "
Pathfinder Search Group ,$58.90 per hour,IL,Data Engineer,"$122,924.30 "
CHASE Professionals ,$22.81 per hour,MA,Data Engineer,"$47,604.47 "
Stellargy Services LLC ,$58.60 per hour,MD,Data Engineer,"$122,298.20 "
" in Owings Mills, MD",$55.90 per hour,MD,Data Engineer,"$116,663.30 "
Technocraft Solutions ,$60.00 per hour,MD,Data Engineer,"$125,220.00 "
VSG ,$64.00 per hour,NC,Data Engineer,"$133,568.00 "
Jobspring Partners ,$63.11 per hour,NJ,Data Engineer,"$131,710.57 "
Saicon ,$65.00 per hour,NJ,Data Engineer,"$135,655.00 "
Select Source International ,$65.00 per hour,NJ,Data Engineer,"$135,655.00 "
Ace Talent Curators ,$82.99 per hour,NJ,Data Engineer,"$173,200.13 "
TEKsystems ,$47.01 per hour,NJ,Data Engineer,"$98,109.87 "
Xoriant Solutions Pvt Ltd ,$60.00 per hour,NJ,Data Engineer,"$125,220.00 "
Future Wave Systems ,$90.00 per hour,NJ,Data Engineer,"$187,830.00 "
Metasys Technologies ,$100 per hour,NY,Data Engineer,"$208,700.00 "
Horizon Consulting Inc ,$60.00 per hour,NY,Data Engineer,"$125,220.00 "
"Resolvit, LLC ",$110 per hour,OH,Data Engineer,"$229,570.00 "
Eliassen Group ,$62.89 per hour,OH,Data Engineer,"$131,251.43 "
Apex Systems ,$50.00 per hour,OH,Data Engineer,"$104,350.00 "
Capital One ,$56.00 per hour,TX,Data Engineer,"$116,872.00 "
Dell ,$70.00 per hour,TX,Data Engineer,"$146,090.00 "
MCG Health System ,$39.62 per hour,TX,Data Engineer,"$82,686.94 "
"Daman, Inc ",$92.00 per hour,TX,Data Engineer,"$192,004.00 "
MashPoint ,$23.00 per hour,TX,Data Engineer,"$48,001.00 "
"Global Channel Management, Inc. ",$23.91 per hour,TX,Data Engineer,"$49,900.17 "
"Oberon IT, Inc ",$55.88 per hour,TX,Data Engineer,"$116,621.56 "
Fidelity Investments ,$31.14 per hour,US,Data Engineer,"$64,989.18 "
Adecco ,$57.74 per hour,US,Data Engineer,"$120,503.38 "
Randstad ,$48.80 per hour,US,Data Engineer,"$101,845.60 "
HCL Technologies ,$57.27 per hour,US,Data Engineer,"$119,522.49 "
IDC Technologies ,$70.57 per hour,US,Data Engineer,"$147,279.59 "
Apex Systems ,$52.35 per hour,US,Data Engineer,"$109,254.45 "
Saicon ,$65.00 per hour,US,Data Engineer,"$135,655.00 "
Select Source International ,$65.00 per hour,US,Data Engineer,"$135,655.00 "
"CorTech, LLC ",$30.82 per hour,US,Data Engineer,"$64,321.34 "
NextWave Resources ,$53.10 per hour,US,Data Engineer,"$110,819.70 "
Ace Talent Curators ,$82.99 per hour,US,Data Engineer,"$173,200.13 "
"Global Channel Management, Inc. ",$45.99 per hour,US,Data Engineer,"$95,981.13 "
Smartlink LLC ,$51.55 per hour,US,Data Engineer,"$107,584.85 "
Iron Mountain ,$18.00 per hour,US,Data Engineer,"$37,566.00 "
Tech Mahindra ,$26.77 per hour,US,Data Engineer,"$55,868.99 "
Direct Client ,$68.33 per hour,US,Data Engineer,"$142,604.71 "
Brooksource ,$46.66 per hour,US,Data Engineer,"$97,379.42 "
Metasys Technologies ,$100 per hour,US,Data Engineer,"$208,700.00 "
Skolix ,$70.00 per hour,US,Data Engineer,"$146,090.00 "
Client of SUMERU ,$70.00 per hour,US,Data Engineer,"$146,090.00 "
PTR Inc ,$55.00 per hour,US,Data Engineer,"$114,785.00 "
VSG ,$64.00 per hour,US,Data Engineer,"$133,568.00 "
Alliance IT ,$85.00 per hour,US,Data Engineer,"$177,395.00 "
MATRIX Resources ,$73.96 per hour,US,Data Engineer,"$154,354.52 "
Technology Resource Group ,$60.00 per hour,US,Data Engineer,"$125,220.00 "
SoftStandard Solutions ,$70.00 per hour,US,Data Engineer,"$146,090.00 "
"MAAYEE,INC ",$60.00 per hour,US,Data Engineer,"$125,220.00 "
CHASE Professionals ,$22.81 per hour,US,Data Engineer,"$47,604.47 "
The Centrics Group ,$58.20 per hour,US,Data Engineer,"$121,463.40 "
"Resolvit, LLC ",$110 per hour,US,Data Engineer,"$229,570.00 "
